"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-21","41","52","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-22","42","56","28"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-23","42","50","34"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-24","29","36","21"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-25","22","25","19"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-26","25","33","16"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-27","32","39","24"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-28","36","49","22"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-29","41","46","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-30","42","51","32"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-03-31","46","56","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-01","40","49","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-02","45","60","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-03","41","46","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-04","42","52","31"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-05","48","60","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-06","53","62","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-07","64","83","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-08","61","77","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-09","52","59","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-10","47","51","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-11","64","77","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-12","57","66","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-13","48","59","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-14","52","65","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-15","49","54","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-16","36","42","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-17","38","46","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-18","41","55","26"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-19","51","68","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-20","64","77","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-21","69","82","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-22","65","78","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-23","58","72","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-24","52","61","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-25","51","60","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-26","61","76","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-27","52","63","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-28","53","65","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-29","61","75","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-04-30","68","85","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-01","73","83","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-02","73","81","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-03","72","86","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-04","55","60","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-05","58","66","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-06","65","75","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-07","60","67","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-08","62","76","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-09","67","80","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-10","70","81","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-11","54","64","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-12","48","57","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-13","53","68","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-14","54","66","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-15","72","88","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-16","77","89","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-17","74","85","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-18","65","73","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-19","61","73","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-20","63","77","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-21","62","70","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-22","56","61","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-23","54","63","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-24","51","60","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-25","51","59","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-26","48","57","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-27","55","61","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-28","59","67","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-29","53","62","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-30","53","60","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-31","53","62","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-01","57","65","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-02","53","56","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-03","52","55","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-04","51","55","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-05","53","58","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-06","57","62","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-07","59","68","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-08","61","74","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-09","66","81","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-10","74","83","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-11","76","87","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-12","75","86","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-13","74","91","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-14","80","91","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-15","70","77","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-16","71","86","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-17","71","87","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-18","78","91","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-19","75","84","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-20","70","76","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-21","62","69","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-22","60","69","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-23","62","73","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-24","66","81","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-25","72","85","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-26","74","86","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-27","75","87","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-28","75","86","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-29","77","87","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-30","78","88","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-01","64","78","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-02","64","75","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-03","72","79","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-04","78","88","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-05","64","73","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-06","66","81","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-07","74","86","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-08","79","89","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-09","79","91","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-10","81","93","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-11","69","78","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-12","69","80","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-13","68","79","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-14","74","87","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-15","74","88","59"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-16","75","86","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-17","79","86","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-18","78","85","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-19","77","88","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-20","82","93","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-21","83","93","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-22","82","95","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-23","83","92","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-24","79","90","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-25","71","75","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-26","73","78","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-27","71","78","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-28","72","78","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-29","78","90","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-30","80","90","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-31","83","94","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-01","84","92","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-02","79","84","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-03","75","84","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-04","76","87","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-05","76","89","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-06","81","92","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-07","85","95","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-08","85","93","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-09","84","95","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-10","70","77","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-11","69","77","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-12","72","84","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-13","67","75","59"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-14","66","75","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-15","67","77","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-16","68","70","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-17","70","78","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-18","66","70","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-19","68","73","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-20","69","79","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-21","72","81","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-22","77","86","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-23","72","74","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-24","74","80","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-25","74","79","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-26","75","84","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-27","74","84","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-28","68","78","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-29","69","82","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-30","77","85","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-31","68","75","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-01","60","67","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-02","64","78","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-03","74","85","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-04","67","75","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-05","66","78","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-06","73","85","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-07","78","87","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-08","72","81","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-09","64","72","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-10","65","77","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-11","64","78","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-12","69","82","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-13","63","68","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-14","59","63","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-15","58","66","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-16","60","71","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-17","59","65","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-18","62","69","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-19","62","67","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-20","63","73","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-21","62","68","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-22","63","74","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-23","58","66","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-24","50","55","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-25","49","58","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-26","60","69","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-27","54","62","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-28","54","56","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-29","56","65","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-30","58","71","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-01","64","78","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-02","64","80","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-03","66","78","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-04","54","62","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-05","46","51","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-06","40","50","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-07","41","52","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-08","52","65","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-09","65","73","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-10","60","65","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-11","58","64","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-12","52","61","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-13","60","65","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-14","53","60","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-15","47","52","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-16","45","52","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-17","42","51","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-18","51","64","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-19","53","60","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-20","56","68","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-21","59","67","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-22","56","62","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-23","62","65","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-24","52","63","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-25","38","40","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-26","39","41","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-27","38","45","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-28","43","54","32"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-29","52","60","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-30","50","52","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-31","59","68","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-01","62","66","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-02","56","66","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-03","51","66","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-04","49","61","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-05","43","56","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-06","48","62","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-07","56","68","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-08","45","59","31"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-09","41","52","27"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-10","49","59","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-11","43","51","34"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-12","42","56","28"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-13","52","63","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-14","57","62","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-15","61","68","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-16","50","60","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-17","52","66","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-18","56","63","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-19","46","56","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-20","36","43","28"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-21","44","53","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-22","48","57","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-23","52","59","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-24","57","64","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-25","46","49","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-26","43","50","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-27","44","52","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-28","39","42","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-29","42","45","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-30","45","48","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-01","36","42","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-02","39","52","26"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-03","48","56","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-04","58","62","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-05","56","68","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-06","44","51","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-07","41","46","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-08","39","47","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-09","31","40","22"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-10","39","48","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-11","36","48","23"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-12","43","47","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-13","39","46","31"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-14","35","38","31"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-15","35","40","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-16","42","45","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-17","40","46","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-18","39","48","29"
